Tag;FormatedTag;Group;Element;VR;Name
00189226;(0018,9226);0018;9226;SQ;MR Image Frame Type Sequence
00189227;(0018,9227);0018;9227;SQ;MR Spectroscopy Frame Type Sequence
00189231;(0018,9231);0018;9231;US;MR Acquisition Phase Encoding Steps in-plane
00189232;(0018,9232);0018;9232;US;MR Acquisition Phase Encoding Steps out-of-plane
00189234;(0018,9234);0018;9234;UL;Spectroscopy Acquisition Phase Columns
00189236;(0018,9236);0018;9236;CS;Cardiac Cycle Position
00189239;(0018,9239);0018;9239;SQ;Specific Absorption Rate Sequence
00189240;(0018,9240);0018;9240;US;RF Echo Train Length
00189241;(0018,9241);0018;9241;US;Gradient Echo Train Length
00189250;(0018,9250);0018;9250;CS;Arterial Spin Labeling Contrast
00189251;(0018,9251);0018;9251;SQ;MR Arterial Spin Labeling Sequence
00189252;(0018,9252);0018;9252;LO;ASL Technique Description
00189253;(0018,9253);0018;9253;US;ASL Slab Number
00189254;(0018,9254);0018;9254;FD;ASL Slab Thickness
00189255;(0018,9255);0018;9255;FD;ASL Slab Orientation
00189256;(0018,9256);0018;9256;FD;ASL Mid Slab Position
00189257;(0018,9257);0018;9257;CS;ASL Context
00189258;(0018,9258);0018;9258;UL;ASL Pulse Train Duration
00189259;(0018,9259);0018;9259;CS;ASL Crusher Flag
0018925A;(0018,925A);0018;925A;FD;ASL Crusher Flow Limit
0018925B;(0018,925B);0018;925B;LO;ASL Crusher Description
0018925C;(0018,925C);0018;925C;CS;ASL Bolus Cut-off Flag
0018925D;(0018,925D);0018;925D;SQ;ASL Bolus Cut-off Timing Sequence
0018925E;(0018,925E);0018;925E;LO;ASL Bolus Cut-off Technique
0018925F;(0018,925F);0018;925F;UL;ASL Bolus Cut-off Delay Time
00189260;(0018,9260);0018;9260;SQ;ASL Slab Sequence
00189295;(0018,9295);0018;9295;FD;Chemical Shift Minimum Integration Limit in ppm
00189296;(0018,9296);0018;9296;FD;Chemical Shift Maximum Integration Limit in ppm
00189297;(0018,9297);0018;9297;CS;Water Reference Acquisition
00189298;(0018,9298);0018;9298;IS;Echo Peak Position
00189301;(0018,9301);0018;9301;SQ;CT Acquisition Type Sequence
00189302;(0018,9302);0018;9302;CS;Acquisition Type
00189303;(0018,9303);0018;9303;FD;Tube Angle
00189304;(0018,9304);0018;9304;SQ;CT Acquisition Details Sequence
00189305;(0018,9305);0018;9305;FD;Revolution Time
00189306;(0018,9306);0018;9306;FD;Single Collimation Width
00189307;(0018,9307);0018;9307;FD;Total Collimation Width
00189308;(0018,9308);0018;9308;SQ;CT Table Dynamics Sequence
00189309;(0018,9309);0018;9309;FD;Table Speed
00189310;(0018,9310);0018;9310;FD;Table Feed per Rotation
00189311;(0018,9311);0018;9311;FD;Spiral Pitch Factor
00189312;(0018,9312);0018;9312;SQ;CT Geometry Sequence
00189313;(0018,9313);0018;9313;FD;Data Collection Center (Patient)
00189314;(0018,9314);0018;9314;SQ;CT Reconstruction Sequence
00189315;(0018,9315);0018;9315;CS;Reconstruction Algorithm
00189316;(0018,9316);0018;9316;CS;Convolution Kernel Group
00189317;(0018,9317);0018;9317;FD;Reconstruction Field of View
00189318;(0018,9318);0018;9318;FD;Reconstruction Target Center (Patient)
00189319;(0018,9319);0018;9319;FD;Reconstruction Angle
00189320;(0018,9320);0018;9320;SH;Image Filter
00189321;(0018,9321);0018;9321;SQ;CT Exposure Sequence
00189322;(0018,9322);0018;9322;FD;Reconstruction Pixel Spacing
00189323;(0018,9323);0018;9323;CS;Exposure Modulation Type
00189324;(0018,9324);0018;9324;FD;Estimated Dose Saving
00189325;(0018,9325);0018;9325;SQ;CT X-Ray Details Sequence
00189326;(0018,9326);0018;9326;SQ;CT Position Sequence
00189327;(0018,9327);0018;9327;FD;Table Position
00189328;(0018,9328);0018;9328;FD;Exposure Time in ms
00189329;(0018,9329);0018;9329;SQ;CT Image Frame Type Sequence
00189330;(0018,9330);0018;9330;FD;X-Ray Tube Current in mA
00189332;(0018,9332);0018;9332;FD;Exposure in mAs
00189333;(0018,9333);0018;9333;CS;Constant Volume Flag
00189334;(0018,9334);0018;9334;CS;Fluoroscopy Flag
00189335;(0018,9335);0018;9335;FD;Distance Source to Data Collection Center
00189337;(0018,9337);0018;9337;US;Contrast/Bolus Agent Number
00189338;(0018,9338);0018;9338;SQ;Contrast/Bolus Ingredient Code Sequence
00189340;(0018,9340);0018;9340;SQ;Contrast Administration Profile Sequence
00189341;(0018,9341);0018;9341;SQ;Contrast/Bolus Usage Sequence
00189342;(0018,9342);0018;9342;CS;Contrast/Bolus Agent Administered
00189343;(0018,9343);0018;9343;CS;Contrast/Bolus Agent Detected
00189344;(0018,9344);0018;9344;CS;Contrast/Bolus Agent Phase
00189345;(0018,9345);0018;9345;FD;CTDIvol
00189346;(0018,9346);0018;9346;SQ;CTDI Phantom Type Code Sequence
00189351;(0018,9351);0018;9351;FL;Calcium Scoring Mass Factor Patient
00189352;(0018,9352);0018;9352;FL;Calcium Scoring Mass Factor Device
00189353;(0018,9353);0018;9353;FL;Energy Weighting Factor
00189360;(0018,9360);0018;9360;SQ;CT Additional X-Ray Source Sequence
00189401;(0018,9401);0018;9401;SQ;Projection Pixel Calibration Sequence
00189402;(0018,9402);0018;9402;FL;Distance Source to Isocenter
00189403;(0018,9403);0018;9403;FL;Distance Object to Table Top
00189404;(0018,9404);0018;9404;FL;Object Pixel Spacing in Center of Beam
00189405;(0018,9405);0018;9405;SQ;Positioner Position Sequence
00189406;(0018,9406);0018;9406;SQ;Table Position Sequence
00189407;(0018,9407);0018;9407;SQ;Collimator Shape Sequence
00189410;(0018,9410);0018;9410;CS;Planes in Acquisition
00189412;(0018,9412);0018;9412;SQ;XA/XRF Frame Characteristics Sequence
00189417;(0018,9417);0018;9417;SQ;Frame Acquisition Sequence
00189420;(0018,9420);0018;9420;CS;X-Ray Receptor Type
00189423;(0018,9423);0018;9423;LO;Acquisition Protocol Name
00189424;(0018,9424);0018;9424;LT;Acquisition Protocol Description
00189425;(0018,9425);0018;9425;CS;Contrast/Bolus Ingredient Opaque
00189426;(0018,9426);0018;9426;FL;Distance Receptor Plane to Detector Housing
00189427;(0018,9427);0018;9427;CS;Intensifier Active Shape
00189428;(0018,9428);0018;9428;FL;Intensifier Active Dimension(s)
00189429;(0018,9429);0018;9429;FL;Physical Detector Size
00189430;(0018,9430);0018;9430;FL;Position of Isocenter Projection
00189432;(0018,9432);0018;9432;SQ;Field of View Sequence
00189433;(0018,9433);0018;9433;LO;Field of View Description
00189434;(0018,9434);0018;9434;SQ;Exposure Control Sensing Regions Sequence
00189435;(0018,9435);0018;9435;CS;Exposure Control Sensing Region Shape
00189436;(0018,9436);0018;9436;SS;Exposure Control Sensing Region Left Vertical Edge
00189437;(0018,9437);0018;9437;SS;Exposure Control Sensing Region Right Vertical Edge
00189438;(0018,9438);0018;9438;SS;Exposure Control Sensing Region Upper Horizontal Edge
00189439;(0018,9439);0018;9439;SS;Exposure Control Sensing Region Lower Horizontal Edge
00189440;(0018,9440);0018;9440;SS;Center of Circular Exposure Control Sensing Region
00189441;(0018,9441);0018;9441;US;Radius of Circular Exposure Control Sensing Region
00189442;(0018,9442);0018;9442;SS;Vertices of the Polygonal Exposure Control Sensing Region
00189447;(0018,9447);0018;9447;FL;Column Angulation (Patient)
00189449;(0018,9449);0018;9449;FL;Beam Angle
00189451;(0018,9451);0018;9451;SQ;Frame Detector Parameters Sequence
00189452;(0018,9452);0018;9452;FL;Calculated Anatomy Thickness
00189455;(0018,9455);0018;9455;SQ;Calibration Sequence
00189456;(0018,9456);0018;9456;SQ;Object Thickness Sequence
00189457;(0018,9457);0018;9457;CS;Plane Identification
00189461;(0018,9461);0018;9461;FL;Field of View Dimension(s) in Float
00189462;(0018,9462);0018;9462;SQ;Isocenter Reference System Sequence
00189463;(0018,9463);0018;9463;FL;Positioner Isocenter Primary Angle
00189464;(0018,9464);0018;9464;FL;Positioner Isocenter Secondary Angle
00189465;(0018,9465);0018;9465;FL;Positioner Isocenter Detector Rotation Angle
00189466;(0018,9466);0018;9466;FL;Table X Position to Isocenter
00189467;(0018,9467);0018;9467;FL;Table Y Position to Isocenter
00189468;(0018,9468);0018;9468;FL;Table Z Position to Isocenter
00189469;(0018,9469);0018;9469;FL;Table Horizontal Rotation Angle
00189470;(0018,9470);0018;9470;FL;Table Head Tilt Angle
00189471;(0018,9471);0018;9471;FL;Table Cradle Tilt Angle
00189472;(0018,9472);0018;9472;SQ;Frame Display Shutter Sequence
00189473;(0018,9473);0018;9473;FL;Acquired Image Area Dose Product
00189474;(0018,9474);0018;9474;CS;C-arm Positioner Tabletop Relationship
00189476;(0018,9476);0018;9476;SQ;X-Ray Geometry Sequence
00189477;(0018,9477);0018;9477;SQ;Irradiation Event Identification Sequence
00189504;(0018,9504);0018;9504;SQ;X-Ray 3D Frame Type Sequence
00189506;(0018,9506);0018;9506;SQ;Contributing Sources Sequence
00189507;(0018,9507);0018;9507;SQ;X-Ray 3D Acquisition Sequence
00189508;(0018,9508);0018;9508;FL;Primary Positioner Scan Arc
00189509;(0018,9509);0018;9509;FL;Secondary Positioner Scan Arc
00189510;(0018,9510);0018;9510;FL;Primary Positioner Scan Start Angle
00189511;(0018,9511);0018;9511;FL;Secondary Positioner Scan Start Angle
00189514;(0018,9514);0018;9514;FL;Primary Positioner Increment
00189515;(0018,9515);0018;9515;FL;Secondary Positioner Increment
00189516;(0018,9516);0018;9516;DT;Start Acquisition DateTime
00189517;(0018,9517);0018;9517;DT;End Acquisition DateTime
00189518;(0018,9518);0018;9518;SS;Primary Positioner Increment Sign
00189519;(0018,9519);0018;9519;SS;Secondary Positioner Increment Sign
00189524;(0018,9524);0018;9524;LO;Application Name
00189525;(0018,9525);0018;9525;LO;Application Version
00189526;(0018,9526);0018;9526;LO;Application Manufacturer
00189527;(0018,9527);0018;9527;CS;Algorithm Type
00189528;(0018,9528);0018;9528;LO;Algorithm Description
00189530;(0018,9530);0018;9530;SQ;X-Ray 3D Reconstruction Sequence
00189531;(0018,9531);0018;9531;LO;Reconstruction Description
00189538;(0018,9538);0018;9538;SQ;Per Projection Acquisition Sequence
00189541;(0018,9541);0018;9541;SQ;Detector Position Sequence
00189542;(0018,9542);0018;9542;SQ;X-Ray Acquisition Dose Sequence
00189543;(0018,9543);0018;9543;FD;X-Ray Source Isocenter Primary Angle
00189544;(0018,9544);0018;9544;FD;X-Ray Source Isocenter Secondary Angle
00189545;(0018,9545);0018;9545;FD;Breast Support Isocenter Primary Angle
00189546;(0018,9546);0018;9546;FD;Breast Support Isocenter Secondary Angle
00189547;(0018,9547);0018;9547;FD;Breast Support X Position to Isocenter
00189548;(0018,9548);0018;9548;FD;Breast Support Y Position to Isocenter
00189549;(0018,9549);0018;9549;FD;Breast Support Z Position to Isocenter
00189550;(0018,9550);0018;9550;FD;Detector Isocenter Primary Angle
00189551;(0018,9551);0018;9551;FD;Detector Isocenter Secondary Angle
00189552;(0018,9552);0018;9552;FD;Detector X Position to Isocenter
00189553;(0018,9553);0018;9553;FD;Detector Y Position to Isocenter
00189554;(0018,9554);0018;9554;FD;Detector Z Position to Isocenter
00189555;(0018,9555);0018;9555;SQ;X-Ray Grid Sequence
00189556;(0018,9556);0018;9556;SQ;X-Ray Filter Sequence
00189557;(0018,9557);0018;9557;FD;Detector Active Area TLHC Position
00189558;(0018,9558);0018;9558;FD;Detector Active Area Orientation
00189559;(0018,9559);0018;9559;CS;Positioner Primary Angle Direction
00189601;(0018,9601);0018;9601;SQ;Diffusion b-matrix Sequence
00189602;(0018,9602);0018;9602;FD;Diffusion b-value XX
00189603;(0018,9603);0018;9603;FD;Diffusion b-value XY
00189604;(0018,9604);0018;9604;FD;Diffusion b-value XZ
00189605;(0018,9605);0018;9605;FD;Diffusion b-value YY
00189606;(0018,9606);0018;9606;FD;Diffusion b-value YZ
00189607;(0018,9607);0018;9607;FD;Diffusion b-value ZZ
00189621;(0018,9621);0018;9621;SQ;Functional MR Sequence
00189622;(0018,9622);0018;9622;CS;Functional Settling Phase Frames Present
00189623;(0018,9623);0018;9623;DT;Functional Sync Pulse
00189624;(0018,9624);0018;9624;CS;Settling Phase Frame
00189701;(0018,9701);0018;9701;DT;Decay Correction DateTime
00189715;(0018,9715);0018;9715;FD;Start Density Threshold
00189716;(0018,9716);0018;9716;FD;Start Relative Density Difference Threshold
00189717;(0018,9717);0018;9717;FD;Start Cardiac Trigger Count Threshold
00189718;(0018,9718);0018;9718;FD;Start Respiratory Trigger Count Threshold
00189719;(0018,9719);0018;9719;FD;Termination Counts Threshold
00189720;(0018,9720);0018;9720;FD;Termination Density Threshold
00189721;(0018,9721);0018;9721;FD;Termination Relative Density Threshold
00189722;(0018,9722);0018;9722;FD;Termination Time Threshold
00189723;(0018,9723);0018;9723;FD;Termination Cardiac Trigger Count Threshold
00189724;(0018,9724);0018;9724;FD;Termination Respiratory Trigger Count Threshold
00189725;(0018,9725);0018;9725;CS;Detector Geometry
00189726;(0018,9726);0018;9726;FD;Transverse Detector Separation
00189727;(0018,9727);0018;9727;FD;Axial Detector Dimension
00189729;(0018,9729);0018;9729;US;Radiopharmaceutical Agent Number
00189732;(0018,9732);0018;9732;SQ;PET Frame Acquisition Sequence
00189733;(0018,9733);0018;9733;SQ;PET Detector Motion Details Sequence
00189734;(0018,9734);0018;9734;SQ;PET Table Dynamics Sequence
00189735;(0018,9735);0018;9735;SQ;PET Position Sequence
00189736;(0018,9736);0018;9736;SQ;PET Frame Correction Factors Sequence
00189737;(0018,9737);0018;9737;SQ;Radiopharmaceutical Usage Sequence
00189738;(0018,9738);0018;9738;CS;Attenuation Correction Source
00189739;(0018,9739);0018;9739;US;Number of Iterations
00189740;(0018,9740);0018;9740;US;Number of Subsets
00189749;(0018,9749);0018;9749;SQ;PET Reconstruction Sequence
00189751;(0018,9751);0018;9751;SQ;PET Frame Type Sequence
00189755;(0018,9755);0018;9755;CS;Time of Flight Information Used
00189756;(0018,9756);0018;9756;CS;Reconstruction Type
00189758;(0018,9758);0018;9758;CS;Decay Corrected
00189759;(0018,9759);0018;9759;CS;Attenuation Corrected
00189760;(0018,9760);0018;9760;CS;Scatter Corrected
00189761;(0018,9761);0018;9761;CS;Dead Time Corrected
00189762;(0018,9762);0018;9762;CS;Gantry Motion Corrected
00189763;(0018,9763);0018;9763;CS;Patient Motion Corrected
00189764;(0018,9764);0018;9764;CS;Count Loss Normalization Corrected
00189765;(0018,9765);0018;9765;CS;Randoms Corrected
00189766;(0018,9766);0018;9766;CS;Non-uniform Radial Sampling Corrected
00189767;(0018,9767);0018;9767;CS;Sensitivity Calibrated
00189768;(0018,9768);0018;9768;CS;Detector Normalization Correction
00189769;(0018,9769);0018;9769;CS;Iterative Reconstruction Method
00189770;(0018,9770);0018;9770;CS;Attenuation Correction Temporal Relationship
00189771;(0018,9771);0018;9771;SQ;Patient Physiological State Sequence
00189772;(0018,9772);0018;9772;SQ;Patient Physiological State Code Sequence
00189801;(0018,9801);0018;9801;FD;Depth(s) of Focus
00189803;(0018,9803);0018;9803;SQ;Excluded Intervals Sequence
00189804;(0018,9804);0018;9804;DT;Exclusion Start DateTime
00189805;(0018,9805);0018;9805;FD;Exclusion Duration
00189806;(0018,9806);0018;9806;SQ;US Image Description Sequence
00189807;(0018,9807);0018;9807;SQ;Image Data Type Sequence
00189808;(0018,9808);0018;9808;CS;Data Type
00189809;(0018,9809);0018;9809;SQ;Transducer Scan Pattern Code Sequence
0018980B;(0018,980B);0018;980B;CS;Aliased Data Type
0018980C;(0018,980C);0018;980C;CS;Position Measuring Device Used
0018980D;(0018,980D);0018;980D;SQ;Transducer Geometry Code Sequence
0018980E;(0018,980E);0018;980E;SQ;Transducer Beam Steering Code Sequence
0018980F;(0018,980F);0018;980F;SQ;Transducer Application Code Sequence
00189810;(0018,9810);0018;9810;USorSS;Zero Velocity Pixel Value
0018A001;(0018,A001);0018;A001;SQ;Contributing Equipment Sequence
0018A002;(0018,A002);0018;A002;DT;Contribution DateTime
0018A003;(0018,A003);0018;A003;ST;Contribution Description
0020000D;(0020,000D);0020;000D;UI;Study Instance UID
0020000E;(0020,000E);0020;000E;UI;Series Instance UID
00200010;(0020,0010);0020;0010;SH;Study ID
00200011;(0020,0011);0020;0011;IS;Series Number
00200012;(0020,0012);0020;0012;IS;Acquisition Number
00200013;(0020,0013);0020;0013;IS;Instance Number
00200019;(0020,0019);0020;0019;IS;Item Number
00200020;(0020,0020);0020;0020;CS;Patient Orientation
00200032;(0020,0032);0020;0032;DS;Image Position (Patient)
00200037;(0020,0037);0020;0037;DS;Image Orientation (Patient)
00200052;(0020,0052);0020;0052;UI;Frame of Reference UID
00200060;(0020,0060);0020;0060;CS;Laterality
00200062;(0020,0062);0020;0062;CS;Image Laterality
00200100;(0020,0100);0020;0100;IS;Temporal Position Identifier
00200105;(0020,0105);0020;0105;IS;Number of Temporal Positions
00200110;(0020,0110);0020;0110;DS;Temporal Resolution
00200200;(0020,0200);0020;0200;UI;Synchronization Frame of Reference UID
00200242;(0020,0242);0020;0242;UI;SOP Instance UID of Concatenation Source
00201002;(0020,1002);0020;1002;IS;Images in Acquisition
00201040;(0020,1040);0020;1040;LO;Position Reference Indicator
00201041;(0020,1041);0020;1041;DS;Slice Location
00201200;(0020,1200);0020;1200;IS;Number of Patient Related Studies
00201202;(0020,1202);0020;1202;IS;Number of Patient Related Series
00201204;(0020,1204);0020;1204;IS;Number of Patient Related Instances
00201206;(0020,1206);0020;1206;IS;Number of Study Related Series
00201208;(0020,1208);0020;1208;IS;Number of Study Related Instances
00201209;(0020,1209);0020;1209;IS;Number of Series Related Instances
00204000;(0020,4000);0020;4000;LT;Image Comments
00209056;(0020,9056);0020;9056;SH;Stack ID
00209057;(0020,9057);0020;9057;UL;In-Stack Position Number
00209071;(0020,9071);0020;9071;SQ;Frame Anatomy Sequence
00209072;(0020,9072);0020;9072;CS;Frame Laterality
00209111;(0020,9111);0020;9111;SQ;Frame Content Sequence
00209113;(0020,9113);0020;9113;SQ;Plane Position Sequence
00209116;(0020,9116);0020;9116;SQ;Plane Orientation Sequence
00209128;(0020,9128);0020;9128;UL;Temporal Position Index
00209153;(0020,9153);0020;9153;FD;Nominal Cardiac Trigger Delay Time
00209154;(0020,9154);0020;9154;FL;Nominal Cardiac Trigger Time Prior To R-Peak
00209155;(0020,9155);0020;9155;FL;Actual Cardiac Trigger Time Prior To R-Peak
00209156;(0020,9156);0020;9156;US;Frame Acquisition Number
00209157;(0020,9157);0020;9157;UL;Dimension Index Values
00209158;(0020,9158);0020;9158;LT;Frame Comments
00209161;(0020,9161);0020;9161;UI;Concatenation UID
00209162;(0020,9162);0020;9162;US;In-concatenation Number
00209163;(0020,9163);0020;9163;US;In-concatenation Total Number
00209164;(0020,9164);0020;9164;UI;Dimension Organization UID
00209165;(0020,9165);0020;9165;AT;Dimension Index Pointer
00209167;(0020,9167);0020;9167;AT;Functional Group Pointer
00209170;(0020,9170);0020;9170;SQ;Unassigned Shared Converted Attributes Sequence
00209171;(0020,9171);0020;9171;SQ;Unassigned Per-Frame Converted Attributes Sequence
00209172;(0020,9172);0020;9172;SQ;Conversion Source Attributes Sequence
00209213;(0020,9213);0020;9213;LO;Dimension Index Private Creator
00209221;(0020,9221);0020;9221;SQ;Dimension Organization Sequence
00209222;(0020,9222);0020;9222;SQ;Dimension Index Sequence
00209228;(0020,9228);0020;9228;UL;Concatenation Frame Offset Number
00209238;(0020,9238);0020;9238;LO;Functional Group Private Creator
00209241;(0020,9241);0020;9241;FL;Nominal Percentage of Cardiac Phase
00209245;(0020,9245);0020;9245;FL;Nominal Percentage of Respiratory Phase
00209246;(0020,9246);0020;9246;FL;Starting Respiratory Amplitude
00209247;(0020,9247);0020;9247;CS;Starting Respiratory Phase
00209248;(0020,9248);0020;9248;FL;Ending Respiratory Amplitude
00209249;(0020,9249);0020;9249;CS;Ending Respiratory Phase
00209250;(0020,9250);0020;9250;CS;Respiratory Trigger Type
00209251;(0020,9251);0020;9251;FD;R-R Interval Time Nominal
00209252;(0020,9252);0020;9252;FD;Actual Cardiac Trigger Delay Time
00209253;(0020,9253);0020;9253;SQ;Respiratory Synchronization Sequence
00209254;(0020,9254);0020;9254;FD;Respiratory Interval Time
00209255;(0020,9255);0020;9255;FD;Nominal Respiratory Trigger Delay Time
00209256;(0020,9256);0020;9256;FD;Respiratory Trigger Delay Threshold
00209257;(0020,9257);0020;9257;FD;Actual Respiratory Trigger Delay Time
00209301;(0020,9301);0020;9301;FD;Image Position (Volume)
00209302;(0020,9302);0020;9302;FD;Image Orientation (Volume)
00209307;(0020,9307);0020;9307;CS;Ultrasound Acquisition Geometry
00209308;(0020,9308);0020;9308;FD;Apex Position
00209309;(0020,9309);0020;9309;FD;Volume to Transducer Mapping Matrix
0020930A;(0020,930A);0020;930A;FD;Volume to Table Mapping Matrix
0020930B;(0020,930B);0020;930B;CS;Volume to Transducer Relationship
0020930C;(0020,930C);0020;930C;CS;Patient Frame of Reference Source
0020930D;(0020,930D);0020;930D;FD;Temporal Position Time Offset
0020930E;(0020,930E);0020;930E;SQ;Plane Position (Volume) Sequence
0020930F;(0020,930F);0020;930F;SQ;Plane Orientation (Volume) Sequence
00209310;(0020,9310);0020;9310;SQ;Temporal Position Sequence
00209311;(0020,9311);0020;9311;CS;Dimension Organization Type
00209312;(0020,9312);0020;9312;UI;Volume Frame of Reference UID
00209313;(0020,9313);0020;9313;UI;Table Frame of Reference UID
00209421;(0020,9421);0020;9421;LO;Dimension Description Label
00209450;(0020,9450);0020;9450;SQ;Patient Orientation in Frame Sequence
00209453;(0020,9453);0020;9453;LO;Frame Label
00209518;(0020,9518);0020;9518;US;Acquisition Index
00209529;(0020,9529);0020;9529;SQ;Contributing SOP Instances Reference Sequence
00209536;(0020,9536);0020;9536;US;Reconstruction Index
00220001;(0022,0001);0022;0001;US;Light Path Filter Pass-Through Wavelength
00220002;(0022,0002);0022;0002;US;Light Path Filter Pass Band
00220003;(0022,0003);0022;0003;US;Image Path Filter Pass-Through Wavelength
00220004;(0022,0004);0022;0004;US;Image Path Filter Pass Band
00220005;(0022,0005);0022;0005;CS;Patient Eye Movement Commanded
00220006;(0022,0006);0022;0006;SQ;Patient Eye Movement Command Code Sequence
00220007;(0022,0007);0022;0007;FL;Spherical Lens Power
00220008;(0022,0008);0022;0008;FL;Cylinder Lens Power
00220009;(0022,0009);0022;0009;FL;Cylinder Axis
0022000A;(0022,000A);0022;000A;FL;Emmetropic Magnification
0022000B;(0022,000B);0022;000B;FL;Intra Ocular Pressure
0022000C;(0022,000C);0022;000C;FL;Horizontal Field of View
0022000D;(0022,000D);0022;000D;CS;Pupil Dilated
0022000E;(0022,000E);0022;000E;FL;Degree of Dilation
00220010;(0022,0010);0022;0010;FL;Stereo Baseline Angle
00220011;(0022,0011);0022;0011;FL;Stereo Baseline Displacement
00220012;(0022,0012);0022;0012;FL;Stereo Horizontal Pixel Offset
00220013;(0022,0013);0022;0013;FL;Stereo Vertical Pixel Offset
00220014;(0022,0014);0022;0014;FL;Stereo Rotation
00220015;(0022,0015);0022;0015;SQ;Acquisition Device Type Code Sequence
00220016;(0022,0016);0022;0016;SQ;Illumination Type Code Sequence
00220017;(0022,0017);0022;0017;SQ;Light Path Filter Type Stack Code Sequence
00220018;(0022,0018);0022;0018;SQ;Image Path Filter Type Stack Code Sequence
00220019;(0022,0019);0022;0019;SQ;Lenses Code Sequence
0022001A;(0022,001A);0022;001A;SQ;Channel Description Code Sequence
0022001B;(0022,001B);0022;001B;SQ;Refractive State Sequence
0022001C;(0022,001C);0022;001C;SQ;Mydriatic Agent Code Sequence
0022001D;(0022,001D);0022;001D;SQ;Relative Image Position Code Sequence
0022001E;(0022,001E);0022;001E;FL;Camera Angle of View
00220020;(0022,0020);0022;0020;SQ;Stereo Pairs Sequence
00220021;(0022,0021);0022;0021;SQ;Left Image Sequence
00220022;(0022,0022);0022;0022;SQ;Right Image Sequence
00220028;(0022,0028);0022;0028;CS;Stereo Pairs Present
00220030;(0022,0030);0022;0030;FL;Axial Length of the Eye
00220031;(0022,0031);0022;0031;SQ;Ophthalmic Frame Location Sequence
00220032;(0022,0032);0022;0032;FL;Reference Coordinates
00220035;(0022,0035);0022;0035;FL;Depth Spatial Resolution
00220036;(0022,0036);0022;0036;FL;Maximum Depth Distortion
00220037;(0022,0037);0022;0037;FL;Along-scan Spatial Resolution
00220038;(0022,0038);0022;0038;FL;Maximum Along-scan Distortion
00220039;(0022,0039);0022;0039;CS;Ophthalmic Image Orientation
00220041;(0022,0041);0022;0041;FL;Depth of Transverse Image
00220042;(0022,0042);0022;0042;SQ;Mydriatic Agent Concentration Units Sequence
00220048;(0022,0048);0022;0048;FL;Across-scan Spatial Resolution
00220049;(0022,0049);0022;0049;FL;Maximum Across-scan Distortion
0022004E;(0022,004E);0022;004E;DS;Mydriatic Agent Concentration
00220055;(0022,0055);0022;0055;FL;Illumination Wave Length
00220056;(0022,0056);0022;0056;FL;Illumination Power
00220057;(0022,0057);0022;0057;FL;Illumination Bandwidth
00220058;(0022,0058);0022;0058;SQ;Mydriatic Agent Sequence
00221007;(0022,1007);0022;1007;SQ;Ophthalmic Axial Measurements Right Eye Sequence
00221008;(0022,1008);0022;1008;SQ;Ophthalmic Axial Measurements Left Eye Sequence
00221009;(0022,1009);0022;1009;CS;Ophthalmic Axial Measurements Device Type
00221010;(0022,1010);0022;1010;CS;Ophthalmic Axial Length Measurements Type
00221012;(0022,1012);0022;1012;SQ;Ophthalmic Axial Length Sequence
00221019;(0022,1019);0022;1019;FL;Ophthalmic Axial Length
00221024;(0022,1024);0022;1024;SQ;Lens Status Code Sequence
00221025;(0022,1025);0022;1025;SQ;Vitreous Status Code Sequence
00221028;(0022,1028);0022;1028;SQ;IOL Formula Code Sequence
00221029;(0022,1029);0022;1029;LO;IOL Formula Detail
00221033;(0022,1033);0022;1033;FL;Keratometer Index
00221035;(0022,1035);0022;1035;SQ;Source of Ophthalmic Axial Length Code Sequence
00221037;(0022,1037);0022;1037;FL;Target Refraction
00221039;(0022,1039);0022;1039;CS;Refractive Procedure Occurred
00221040;(0022,1040);0022;1040;SQ;Refractive Surgery Type Code Sequence
00221044;(0022,1044);0022;1044;SQ;Ophthalmic Ultrasound Method Code Sequence
00221050;(0022,1050);0022;1050;SQ;Ophthalmic Axial Length Measurements Sequence
00221053;(0022,1053);0022;1053;FL;IOL Power
00221054;(0022,1054);0022;1054;FL;Predicted Refractive Error
00221059;(0022,1059);0022;1059;FL;Ophthalmic Axial Length Velocity
00221065;(0022,1065);0022;1065;LO;Lens Status Description
00221066;(0022,1066);0022;1066;LO;Vitreous Status Description
00221090;(0022,1090);0022;1090;SQ;IOL Power Sequence
00221092;(0022,1092);0022;1092;SQ;Lens Constant Sequence
00221093;(0022,1093);0022;1093;LO;IOL Manufacturer
00221095;(0022,1095);0022;1095;LO;Implant Name
00221096;(0022,1096);0022;1096;SQ;Keratometry Measurement Type Code Sequence
00221097;(0022,1097);0022;1097;LO;Implant Part Number
00221100;(0022,1100);0022;1100;SQ;Referenced Ophthalmic Axial Measurements Sequence
00221101;(0022,1101);0022;1101;SQ;Ophthalmic Axial Length Measurements Segment Name Code Sequence
00221103;(0022,1103);0022;1103;SQ;Refractive Error Before Refractive Surgery Code Sequence
00221121;(0022,1121);0022;1121;FL;IOL Power For Exact Emmetropia
00221122;(0022,1122);0022;1122;FL;IOL Power For Exact Target Refraction
00221125;(0022,1125);0022;1125;SQ;Anterior Chamber Depth Definition Code Sequence
00221127;(0022,1127);0022;1127;SQ;Lens Thickness Sequence
00221128;(0022,1128);0022;1128;SQ;Anterior Chamber Depth Sequence
00221130;(0022,1130);0022;1130;FL;Lens Thickness
